ICAO,IATA,NOM,TAILLE,PAYS,CITE
DNMM,LOS,Murtala Muhammed International,Largeairport, Nigeria, Lagos
KLOT,LOT,Lewis University,Smallairport, United States, Chicago/Romeoville
KLOU,LOU,Bowman Field,Mediumairport, United States, Louisville
MMMV,LOV,Monclova International,Mediumairport, Mexico,
KLKU,LOW,Louisa County/Freeman Field,Smallairport, United States, Louisa
,LOX,Los Tablones,Closed, Guatemala, Los Tablones
HKLY,LOY,Loyengalani,Smallairport, Kenya, Loyengalani
KLOZ,LOZ,London-Corbin/Magee Field,Mediumairport, United States, London
GCLP,LPA,Gran Canaria,Largeairport, Spain, Gran Canaria Island
SLLP,LPB,El Alto International,Mediumairport, Bolivia, La Paz / El Alto
KLPC,LPC,Lompoc,Smallairport, United States, Lompoc
SKLP,LPD,La Pedrera,Smallairport, Colombia, La Pedrera
SKIM,LPE,La Primavera,Smallairport, Colombia, La Primavera
SADL,LPG,La Plata,Mediumairport, Argentina, La Plata
ESSL,LPI,Linköping City,Mediumairport, Sweden, Linköping
SVAS,LPJ,Armando Schwarck,Smallairport, Venezuela, Guayabal
UUOL,LPK,Lipetsk,Mediumairport, Russia, Lipetsk
EGGP,LPL,Liverpool John Lennon,Largeairport, United Kingdom, Liverpool
NVSL,LPM,Lamap,Smallairport, Vanuatu, Lamap
AYLP,LPN,Leron Plains,Smallairport, Papua New Guinea, Leron Plains
KPPO,LPO,La Porte Municipal,Smallairport, United States, La Porte
EFLP,LPP,Lappeenranta,Mediumairport, Finland, Lappeenranta
VLLB,LPQ,Luang Prabang International,Mediumairport, Laos, Luang Prabang
S31,LPS,Lopez Island,Smallairport, United States, Lopez
VTCL,LPT,Lampang,Mediumairport, Thailand,
WALP,LPU,Long Apung,Smallairport, Indonesia, Long Apung-Borneo Island
,LPW,Little Port Walter,Closed, United States, Little Port Walter
EVLA,LPX,Liepāja International,Mediumairport, Latvia, Liepāja
LFHP,LPY,Le Puy-Loudes,Mediumairport, France, Le Puy/Loudes
KLQK,LQK,Pickens County,Smallairport, United States, Pickens
SKLG,LQM,Caucaya,Smallairport, Colombia, Puerto Leguízamo
OAQN,LQN,Qala-I-Naw,Smallairport, Afghanistan, Qala-I-Naw
LGLR,LRA,Larisa,Smallairport, Greece, Larisa
FXLR,LRB,Leribe,Smallairport, Lesotho, Leribe
,LRC,R.A.F.,Closed, Germany, Laarbruch
KLRD,LRD,Laredo International,Mediumairport, United States, Laredo
YLRE,LRE,Longreach,Mediumairport, Australia, Longreach
KLRF,LRF,Little Rock Air Force Base,Mediumairport, United States, Jacksonville
OPLL,LRG,Loralai,Smallairport, Pakistan, Loralai
LFBH,LRH,La Rochelle-Île de Ré,Mediumairport, France, La Rochelle/Île de Ré
,LRI,Lorica,Closed, Colombia, Lorica
KLRJ,LRJ,Le Mars Municipal,Smallairport, United States, Le Mars
DXNG,LRL,Niamtougou International,Mediumairport, Togo, Niamtougou
MDLR,LRM,Casa De Campo International,Mediumairport, Dominican Republic, La Romana
,LRO,Sharpe AAF,Closed, United States, Lathrop
CJC8,LRQ,Laurie River,Smallairport, Canada, Laurie River
OISL,LRR,Lar,Mediumairport, Iran, Lar
LGLE,LRS,Leros,Smallairport, Greece, Leros Island
LFRH,LRT,Lorient South Brittany (Bretagne Sud),Mediumairport, France, Lorient/Lann/Bihoué
KLRU,LRU,Las Cruces International,Mediumairport, United States, Las Cruces
SVRS,LRV,Los Roques,Smallairport, Venezuela, Gran Roque Island
AYKA,LSA,Losuia,Smallairport, Papua New Guinea, Losuia
KLSB,LSB,Lordsburg Municipal,Smallairport, United States, Lordsburg
SCSE,LSC,La Florida,Mediumairport, Chile, La Serena-Coquimbo
KLSE,LSE,La Crosse Municipal,Mediumairport, United States, La Crosse
KLSF,LSF,Lawson Army Air Field (Fort Benning),Mediumairport, United States, Fort Benning(Columbus)
VYLS,LSH,Lashio,Mediumairport, Burma, Lashio
EGPB,LSI,Sumburgh,Mediumairport, United Kingdom, Lerwick
AYLX,LSJ,Long Island,Smallairport, Papua New Guinea, Long Island
KLSK,LSK,Lusk Municipal,Smallairport, United States, Lusk
MRLC,LSL,Los Chiles,Mediumairport, Costa Rica, Los Chiles
WBGD,LSM,Long Semado,Smallairport, Malaysia, Long Semado
KLSN,LSN,Los Banos Municipal,Smallairport, United States, Los Banos
LFOO,LSO,Les Sables-d'Olonne Talmont,Smallairport, France, Les Sables-d'Olonne
SVJC,LSP,Josefa Camejo International,Mediumairport, Venezuela, Paraguaná
SCGE,LSQ,María Dolores,Smallairport, Chile, Los Angeles
,LSR,Lost River,Closed, United States, Lost River
TFFS,LSS,Terre-de-Haut,Smallairport, Guadeloupe, Les Saintes
YMLT,LST,Launceston,Mediumairport, Australia, Launceston
WBGU,LSU,Long Sukang,Smallairport, Malaysia, Long Sukang
KLSV,LSV,Nellis Air Force Base,Mediumairport, United States, Las Vegas
WITM,LSW,Malikus Saleh,Smallairport, Indonesia, Lhok Seumawe-Sumatra Island
WITL,LSX,Lhok Sukon,Mediumairport, Indonesia, Lhok Sukon-Sumatra Island
YLIS,LSY,Lismore,Mediumairport, Australia, Lismore
LDLO,LSZ,Lošinj Island,Smallairport, Croatia, Lošinj
FATZ,LTA,Tzaneen,Mediumairport, South Africa, Tzaneen
,LTB,Latrobe,Closed, Australia, Latrobe
FTTH,LTC,Lai,Smallairport, Chad, Lai
HLTD,LTD,Ghadames East,Mediumairport, Libya, Ghadames
,LTF,Leitre,Smallairport, Papua New Guinea, Leitre
VNLT,LTG,Langtang,Smallairport, Nepal, Langtang
,LTH,Lathrop Wells / Jackass Aeropark,Closed, United States, Amargosa Valley
ZMAT,LTI,Altai,Mediumairport, Mongolia, Altai
OSLK,LTK,Bassel Al-Assad International,Largeairport, Syria, Latakia
FOOR,LTL,Lastourville,Smallairport, Gabon, Lastourville
SYLT,LTM,Lethem,Mediumairport, Guyana, Lethem
EGGW,LTN,London Luton,Largeairport, United Kingdom, London
MMLT,LTO,Loreto International,Mediumairport, Mexico, Loreto
YLHS,LTP,Lyndhurst,Smallairport, Australia, Lyndhurst
LFAT,LTQ,Le Touquet-Côte d'Opale,Mediumairport, France, Le Touquet-Paris-Plage
EILT,LTR,Letterkenny,Smallairport, Ireland, Letterkenny
KLTS,LTS,Altus Air Force Base,Largeairport, United States, Altus
LFTZ,LTT,La Môle,Smallairport, France, La Môle
VALT,LTU,Murod Kond,Mediumairport, India, Latur
YLOV,LTV,Lotus Vale,Smallairport, Australia, Lotus Vale
2W6,LTW,St. Mary's County Regional,Smallairport, United States, Leonardtown
SELT,LTX,Cotopaxi International,Largeairport, Ecuador, Latacunga
VNLK,LUA,Lukla,Smallairport, Nepal, Lukla
SYLP,LUB,Lumid Pau,Smallairport, Guyana, Lumid Pau
NFNH,LUC,Laucala Island,Smallairport, Fiji, Laucala Island
FYLZ,LUD,Luderitz,Mediumairport, Namibia, Luderitz
LZLU,LUE,Lučenec,Smallairport, Slovakia, Lučenec
KLUF,LUF,Luke Air Force Base,Largeairport, United States, Glendale
LSZA,LUG,Lugano,Mediumairport, Switzerland, Lugano
VILD,LUH,Ludhiana,Mediumairport, India,
MHCR,LUI,Carta,Smallairport, Honduras, La Unión
FALK,LUJ,Lusikisiki,Smallairport, South Africa, Lusikisiki
KLUK,LUK,Cincinnati Municipal Lunken Field,Mediumairport, United States, Cincinnati
KLUL,LUL,Hesler Noble Field,Smallairport, United States, Laurel
ZPMS,LUM,Mangshi,Mediumairport, China, Luxi
FLKK,LUN,Kenneth Kaunda International Lusaka,Largeairport, Zambia, Lusaka
FNUE,LUO,Luena,Mediumairport, Angola, Luena
PHLU,LUP,Kalaupapa,Smallairport, United States, Kalaupapa
SAOU,LUQ,Brigadier Mayor D Cesar Raul Ojeda,Mediumairport, Argentina, San Luis
PALU,LUR,Cape Lisburne LRRS,Mediumairport, United States, Cape Lisburne
FZCE,LUS,Lusanga,Smallairport, Congo (Kinshasa), Lusanga
YLRS,LUT,New Laura,Smallairport, Australia,
YLRA,LUU,Laura,Smallairport, Australia,
WAPL,LUV,Dumatumbun,Mediumairport, Indonesia, Langgur-Seram Island
WAMW,LUW,Bubung,Mediumairport, Indonesia, Luwok-Celebes Island
ELLX,LUX,Luxembourg-Findel International,Largeairport, Luxembourg, Luxembourg
EPLB,LUZ,Lublin,Mediumairport, Poland, Lublin
LFOV,LVA,Laval-Entrammes,Mediumairport, France, Laval/Entrammes
SNLB,LVB,Livramento do Brumado,Smallairport, Brazil, Livramento De Nossa Senhora
2AK,LVD,Lime Village,Smallairport, United States, Lime Village
FLHN,LVI,Harry Mwanga Nkumbula International,Mediumairport, Zambia, Livingstone
KLVK,LVK,Livermore Municipal,Smallairport, United States, Livermore
KLVL,LVL,Lawrenceville Brunswick Municipal,Smallairport, United States, Lawrenceville
KLVM,LVM,Mission Field,Mediumairport, United States, Livingston
YLTN,LVO,Laverton,Smallairport, Australia,
OIBV,LVP,Lavan Island,Mediumairport, Iran,
SILC,LVR,Municipal Bom Futuro,Smallairport, Brazil, Lucas do Rio Verde
KLVS,LVS,Las Vegas Municipal,Mediumairport, United States, Las Vegas
KLWB,LWB,Greenbrier Valley,Mediumairport, United States, Lewisburg
KLWC,LWC,Lawrence Municipal,Smallairport, United States, Lawrence
WATW,LWE,Lewoleba,Smallairport, Indonesia, Lewoleba-Lembata Island
YLAH,LWH,Lawn Hill,Smallairport, Australia,
AYLO,LWI,Lowai,Smallairport, Papua New Guinea, Lowai
EGET,LWK,Lerwick / Tingwall,Smallairport, United Kingdom, Lerwick
KLWL,LWL,Wells Municipal/Harriet Field,Smallairport, United States, Wells
KLWM,LWM,Lawrence Municipal,Mediumairport, United States, Lawrence
UDSG,LWN,Gyumri Shirak,Mediumairport, Armenia, Gyumri
UKLL,LWO,Lviv International,Mediumairport, Ukraine, Lviv
EHLW,LWR,Leeuwarden Air Base,Mediumairport, Netherlands, Leeuwarden
KLWS,LWS,Lewiston Nez Perce County,Mediumairport, United States, Lewiston
KLWT,LWT,Lewistown Municipal,Mediumairport, United States, Lewistown
KLWV,LWV,Lawrenceville Vincennes International,Smallairport, United States, Lawrenceville
WBGW,LWY,Lawas,Smallairport, Malaysia, Lawas
ZULS,LXA,Lhasa Gonggar,Mediumairport, China, Lhasa
VLLN,LXG,Luang Namtha,Smallairport, Laos, Luang Namtha
,LXI,Linxi,Closed, China, Linxi
KLXN,LXN,Jim Kelly Field,Smallairport, United States, Lexington
HELX,LXR,Luxor International,Largeairport, Egypt, Luxor
LGLM,LXS,Limnos,Smallairport, Greece, Limnos Island
FLLK,LXU,Lukulu,Smallairport, Zambia, Lukulu
KLXV,LXV,Lake County,Smallairport, United States, Leadville
ZHLY,LYA,Luoyang,Smallairport, China, Luoyang
MWCL,LYB,Edward Bodden Airfield,Mediumairport, Cayman Islands, Little Cayman
ESNL,LYC,Lycksele,Mediumairport, Sweden,
EGDL,LYE,RAF Lyneham,Closed, United Kingdom, Lyneham
ZSLG,LYG,Lianyungang,Smallairport, China, Lianyungang
KLYH,LYH,Lynchburg Regional Preston Glenn Field,Mediumairport, United States, Lynchburg
ZSLY,LYI,Shubuling,Smallairport, China, Linyi
WADU,LYK,Lunyuk,Smallairport, Indonesia, Lunyuk-Simbawa Island
LFLY,LYN,Lyon-Bron,Mediumairport, France, Lyon/Bron
KLYO,LYO,Lyons-Rice County Municipal,Smallairport, United States, Lyons
OPFA,LYP,Faisalabad International,Mediumairport, Pakistan, Faisalabad
ENSB,LYR,"Svalbard, Longyear",Mediumairport, Norway, Longyearbyen
LFLL,LYS,Lyon Saint-Exupéry,Mediumairport, France, Lyon
,LYT,Lady Elliot Island Airstrip,Smallairport, Australia, Lady Elliot Island
KELO,LYU,Ely Municipal,Mediumairport, United States, Ely
EGMD,LYX,Lydd,Mediumairport, United Kingdom," Lydd, Ashford"
FZUG,LZA,Luiza,Smallairport, Congo (Kinshasa), Luiza
MMLC,LZC,Lázaro Cárdenas,Mediumairport, Mexico, Lázaro Cárdenas
,LZD,Lanzhoudong,Closed, China, Lanzhou
ZGZH,LZH,Liuzhou Bailian,Mediumairport, China, Liuzhou
FZAL,LZI,Luozi,Smallairport, Congo (Kinshasa), Luozi
FNLZ,LZM,Luzamba,Smallairport, Angola, Luzamba
RCFG,LZN,Matsu Nangan,Mediumairport, Taiwan, Nangang Island
ZULZ,LZO,Luzhou,Smallairport, China, Luzhou
YLZI,LZR,[Duplicate] Lizard Island,Smallairport, Australia,
KLZU,LZU,Gwinnett County Briscoe Field,Smallairport, United States, Lawrenceville
ZUNZ,LZY,Nyingchi,Mediumairport, China, Nyingchi
VOMM,MAA,Chennai International,Largeairport, India, Chennai
SBMA,MAB,João Correa da Rocha,Mediumairport, Brazil, Marabá
KMAC,MAC,Macon Downtown,Smallairport, United States, Macon
LEMD,MAD,Adolfo Suárez Madrid–Barajas,Largeairport, Spain, Madrid
KMAE,MAE,Madera Municipal,Smallairport, United States, Madera
KMAF,MAF,Midland International,Mediumairport, United States, Midland
AYMD,MAG,Madang,Mediumairport, Papua New Guinea, Madang
LEMH,MAH,Menorca,Mediumairport, Spain, Menorca Island
FWMG,MAI,Mangochi,Mediumairport, Malawi, Mangochi
PKMJ,MAJ,Marshall Islands International,Mediumairport, Marshall Islands, Majuro Atoll
HSSM,MAK,Malakal,Mediumairport, South Sudan, Malakal
WAPE,MAL,"Mangole, Falabisahaya",Smallairport, Indonesia, Mangole Island
MMMA,MAM,General Servando Canales International,Mediumairport, Mexico, Matamoros
EGCC,MAN,Manchester,Largeairport, United Kingdom, Manchester
SBEG,MAO,Eduardo Gomes International,Mediumairport, Brazil, Manaus
,MAP,Mamai,Smallairport, Papua New Guinea, Mamai
VTPM,MAQ,Mae Sot,Mediumairport, Thailand,
SVMC,MAR,La Chinita International,Mediumairport, Venezuela, Maracaibo
AYMO,MAS,Momote,Mediumairport, Papua New Guinea, Manus Island
FZAM,MAT,Tshimpi,Smallairport, Congo (Kinshasa), Matadi
NTTP,MAU,Maupiti,Mediumairport, French Polynesia,
,MAV,Maloelap Island,Smallairport, Marshall Islands, Maloelap Island
KMAW,MAW,Malden Regional,Smallairport, United States, Malden
GOSM,MAX,Ouro Sogui,Mediumairport, Senegal, Matam
MYAB,MAY,Clarence A. Bain,Mediumairport, Bahamas, Mangrove Cay
TJMZ,MAZ,Eugenio Maria De Hostos,Mediumairport, Puerto Rico, Mayaguez
HKMO,MBA,Mombasa Moi International,Largeairport, Kenya, Mombasa
YMBL,MBB,Marble Bar,Smallairport, Australia,
FOGG,MBC,M'Bigou,Smallairport, Gabon, M'Bigou
FAMM,MBD,Mmabatho International,Mediumairport, South Africa, Mafeking
RJEB,MBE,Monbetsu,Mediumairport, Japan, Monbetsu
,MBF,Mount Buffalo,Closed, Australia, Mount Buffalo
KMBG,MBG,Mobridge Municipal,Mediumairport, United States, Mobridge
YMYB,MBH,Maryborough,Smallairport, Australia,
HTMB,MBI,Mbeya,Smallairport, Tanzania, Mbeya
MKJS,MBJ,Sangster International,Mediumairport, Jamaica, Montego Bay
SWXM,MBK,Regional Orlando Villas Boas,Smallairport, Brazil, Matupá
KMBL,MBL,Manistee Co Blacker,Smallairport, United States, Manistee
,MBM,Mkambati,Smallairport, South Africa, Mkambati
,MBN,Mt Barnett,Closed, Australia, Mt Barnett
RPUM,MBO,Mamburao,Mediumairport, Philippines,
SPBB,MBP,Moyobamba,Smallairport, Perú, Moyobamba
HUMA,MBQ,Mbarara,Smallairport, Uganda, Mbarara
,MBR,Mbout,Closed, Mauritania, Mbout
KMBS,MBS,MBS International,Largeairport, United States, Saginaw
RPVJ,MBT,Moises R. Espinosa,Mediumairport, Philippines, Masbate
AGGI,MBU,Babanakira,Smallairport, Solomon Islands, Mbambanakira
AYSX,MBV,Masa,Smallairport, Papua New Guinea, Masa
YMMB,MBW,Melbourne Moorabbin,Mediumairport, Australia, Melbourne
LJMB,MBX,Maribor,Mediumairport, Slovenia, Maribor
KMBY,MBY,Omar N Bradley,Smallairport, United States, Moberly
SWMW,MBZ,Maués,Smallairport, Brazil, Maués
GUMA,MCA,Macenta,Smallairport, Guinea, Macenta
KMCB,MCB,Mc Comb/Pike County/John E Lewis Field,Mediumairport, United States, Mc Comb
KMCC,MCC,Mc Clellan Airfield,Mediumairport, United States, Sacramento
KMCD,MCD,Mackinac Island,Smallairport, United States, Mackinac Island
KMCE,MCE,Merced Regional Macready Field,Mediumairport, United States, Merced
KMCF,MCF,Mac Dill Air Force Base,Largeairport, United States, Tampa
PAMC,MCG,McGrath,Mediumairport, United States, McGrath
SEMH,MCH,General Manuel Serrano,Mediumairport, Ecuador, Machala
KMCI,MCI,Kansas City International,Largeairport, United States, Kansas City
SKLM,MCJ,Jorge Isaac,Mediumairport, Colombia, La Mina-Maicao
KMCK,MCK,Mc Cook Ben Nelson Regional,Mediumairport, United States, Mc Cook
PAIN,MCL,McKinley National Park,Smallairport, United States, McKinley Park
LNMC,MCM,Monaco,Heliport, Monaco, Fontvieille
KMCN,MCN,Middle Georgia Regional,Mediumairport, United States, Macon
KMCO,MCO,Orlando International,Largeairport, United States, Orlando
SBMQ,MCP,Alberto Alcolumbre,Mediumairport, Brazil, Macapá
LHMC,MCQ,Miskolc,Smallairport, Hungary, Miskolc
,MCR,Melchor de Mencos,Smallairport, Guatemala, Melchor de Mencos
SARM,MCS,Monte Caseros,Mediumairport, Argentina, Monte Caseros
OOMS,MCT,Muscat International,Largeairport, Oman, Muscat
LFBK,MCU,Montluçon-Guéret,Mediumairport, France, Montluçon/Guéret
YMHU,MCV,McArthur River Mine,Smallairport, Australia, McArthur River Mine
KMCW,MCW,Mason City Municipal,Mediumairport, United States, Mason City
URML,MCX,Uytash,Mediumairport, Russia, Makhachkala
YBSU,MCY,Sunshine Coast,Mediumairport, Australia, Maroochydore
SBMO,MCZ,Zumbi dos Palmares,Mediumairport, Brazil, Maceió
KMDA,MDA,Martindale Army,Heliport, United States, San Antonio
,MDB,Melinda,Smallairport, Belize, Melinda
WAMM,MDC,Sam Ratulangi,Mediumairport, Indonesia, Manado-Celebes Island
KMDD,MDD,Midland Airpark,Smallairport, United States, Midland
SKRG,MDE,Jose Maria Córdova International,Mediumairport, Colombia, Medellín
KMDZ,MDF,Taylor County,Smallairport, United States, Medford
ZYMD,MDG,Mudanjiang Hailang International,Mediumairport, China, Mudanjiang
KMDH,MDH,Southern Illinois,Mediumairport, United States, Carbondale/Murphysboro
DNMK,MDI,Makurdi,Mediumairport, Nigeria, Makurdi
KS33,MDJ,Madras Municipal,Smallairport, United States, Madras
FZEA,MDK,Mbandaka,Mediumairport, Congo (Kinshasa), Mbandaka
VYMD,MDL,Mandalay International,Largeairport, Burma, Mandalay
AYDK,MDM,Munduku,Smallairport, Papua New Guinea, Munduku
KIMS,MDN,Madison Municipal,Smallairport, United States, Madison
,MDO,Middleton Island,Closed, United States, Middleton Island
PAMD,MDO,Middleton Island,Airport, United States, Middleton Island
WAKD,MDP,Mindiptana,Smallairport, Indonesia, Mindiptana-Papua Island
SAZM,MDQ,Ástor Piazzola International,Mediumairport, Argentina, Mar del Plata
,MDR,Medfra,Closed, United States, Medfra
MBMC,MDS,Middle Caicos,Smallairport, Turks and Caicos Islands, Middle Caicos
KMDT,MDT,Harrisburg International,Mediumairport, United States, Harrisburg
AYMN,MDU,Mendi,Mediumairport, Papua New Guinea, Mendi
,MDV,›,Smallairport, Gabon," Médouneu, Gabon"
KMDW,MDW,Médouneu,Largeairport, United States, Chicago
SATM,MDX,Chicago Midway International,Smallairport, Argentina, Mercedes
PMDY,MDY,Mercedes,Mediumairport, United States Minor Outlying Islands, Sand Island
SAME,MDZ,Henderson Field,Mediumairport, Argentina, Mendoza
SBME,MEA,El Plumerillo,Mediumairport, Brazil, Macaé
YMEN,MEB,Macaé,Mediumairport, Australia,
SEMT,MEC,Melbourne Essendon,Mediumairport, Ecuador, Manta
OEMA,MED,Eloy Alfaro International,Largeairport, Saudi Arabia, Medina
NWWR,MEE,Prince Mohammad Bin Abdulaziz,Mediumairport, New Caledonia, Maré
,MEF,Maré,Smallairport, Chad, Melfi
FNMA,MEG,Melfi,Mediumairport, Angola, Malanje
ENMH,MEH,Malanje,Mediumairport, Norway, Mehamn
KMEI,MEI,Mehamn,Mediumairport, United States, Meridian
KGKJ,MEJ,Key Field,Smallairport, United States, Meadville
GMFM,MEK,Port Meadville,Mediumairport, Morocco, Meknes
YMML,MEL,Bassatine,Largeairport, Australia, Melbourne
KMEM,MEM,Melbourne International,Largeairport, United States, Memphis
LFNB,MEN,Memphis International,Mediumairport, France, Mende/Brénoux
KMQI,MEO,Mende-Brenoux,Smallairport, United States, Manteo
WMAU,MEP,Dare County Regional,Smallairport, Malaysia, Mersing
WITC,MEQ,Mersing,Smallairport, Indonesia, Peureumeue-Sumatra Island
WIMK,MES,Seunagan,Mediumairport, Indonesia, Medan-Sumatra Island
YMOT,MET,Soewondo Air Force Base,Smallairport, Australia, Moreton
SBMD,MEU,Moreton,Mediumairport, Brazil, Almeirim
KMEV,MEV,Monte Dourado,Smallairport, United States, Minden
FZVM,MEW,Minden-Tahoe,Smallairport, Congo (Kinshasa), Mweka
MMMX,MEX,Mweka,Largeairport, Mexico, Mexico City
VNMG,MEY,Licenciado Benito Juarez International,Smallairport, Nepal, Meghauli
FAMH,MEZ,Meghauli,Smallairport, South Africa, Musina
HTMA,MFA,Musina(Messina),Smallairport, Tanzania, Mafia Island
,MFB,Mafia Island,Smallairport, Colombia, Monfort
FXMF,MFC,Monfort,Smallairport, Lesotho, Mafeteng
KMFD,MFD,Mafeteng,Mediumairport, United States, Mansfield
KMFE,MFE,Mansfield Lahm Regional,Mediumairport, United States, Mc Allen
FOOD,MFF,Mc Allen Miller International,Smallairport, Gabon, Moanda
OPMF,MFG,Moanda,Mediumairport, Pakistan, Muzaffarabad
67L,MFH,Muzaffarabad,Smallairport, United States, Mesquite
KMFI,MFI,Mesquite,Smallairport, United States, Marshfield
NFMO,MFJ,Marshfield Municipal,Smallairport, Fiji, Moala
RCMT,MFK,Moala,Mediumairport, Taiwan, Beigan Island
YWDV,MFL,Matsu Beigan,Smallairport, Australia, Wando Vale
VMMC,MFM,Mount Full Stop,Largeairport, Macau, Macau
NZMF,MFN,Macau International,Smallairport, New Zealand,
AYNG,MFO,Milford Sound,Smallairport, Papua New Guinea, Manguna
YMCR,MFP,Manguna,Smallairport, Australia,
DRRM,MFQ,Manners Creek,Mediumairport, Niger, Maradi
KMFR,MFR,Maradi,Mediumairport, United States, Medford
SKMF,MFS,Rogue Valley International Medford,Smallairport, Colombia, Miraflores
,MFT,Miraflores,Smallairport, Perú, Machu Pichu
FLMF,MFU,Machu Pichu,Mediumairport, Zambia, Mfuwe
KMFV,MFV,Mfuwe,Smallairport, United States, Melfa
,MFW,Accomack County,Closed, Mozambique, Magaruque Island
LFKX,MFX,Magaruque,Smallairport, France,
MNMG,MGA,Méribel Altiport,Mediumairport, Nicaragua, Managua
YMTG,MGB,Augusto C. Sandino (Managua) International,Mediumairport, Australia,
KMGC,MGC,Mount Gambier,Smallairport, United States, Michigan City
SLMG,MGD,Michigan City Municipal,Smallairport, Bolivia, Magdalena
KMGE,MGE,Magdalena,Largeairport, United States, Marietta
SBMG,MGF,Dobbins Air Reserve Base,Mediumairport, Brazil, Maringá
